Activity,Type,Start,Finish,Details
Feeding,Right breast,"2021-01-31,  6:40 AM","2021-01-31,  6:41 AM",
Feeding,Right breast,"2021-01-31,  6:38 AM","2021-01-31,  6:39 AM",
Feeding,Right breast,"2021-01-31,  6:34 AM","2021-01-31,  6:35 AM",
Feeding,Right breast,"2021-01-31,  6:16 AM","2021-01-31,  6:17 AM",
Feeding,Right breast,"2021-01-31,  6:14 AM","2021-01-31,  6:14 AM",
Feeding,Right breast,"2021-01-31,  6:08 AM","2021-01-31,  6:12 AM",
Diapers,Wet,"2021-01-31,  6:05 AM","2021-01-31,  6:05 AM",
Pumping,Both,"2021-01-31,  5:58 AM","2021-01-31,  6:08 AM",
Feeding,Left breast,"2021-01-31,  4:38 AM","2021-01-31,  4:59 AM",
Feeding,Left breast,"2021-01-31,  3:25 AM","2021-01-31,  3:28 AM",
Feeding,Right breast,"2021-01-31,  12:50 AM","2021-01-31,  1:07 AM",
Feeding,Right breast,"2021-01-31,  12:40 AM","2021-01-31,  12:43 AM",
Feeding,Left breast,"2021-01-30,  10:12 PM","2021-01-30,  10:34 PM",
Feeding,Left breast,"2021-01-30,  10:07 PM","2021-01-30,  10:10 PM",
Feeding,Left breast,"2021-01-30,  10:07 PM","2021-01-30,  10:07 PM",
Sleep,,"2021-01-30,  8:40 PM","2021-01-31,  6:00 AM",
Feeding,Left breast,"2021-01-30,  8:36 PM","2021-01-30,  8:36 PM",
Feeding,Left breast,"2021-01-30,  8:32 PM","2021-01-30,  8:33 PM",
Feeding,Left breast,"2021-01-30,  8:31 PM","2021-01-30,  8:32 PM",
Feeding,Solids,"2021-01-30,  7:44 PM","2021-01-30,  7:44 PM","salmon, tomato, strawberry, blueberry, raspberry, blackberry"
Feeding,Right breast,"2021-01-30,  7:01 PM","2021-01-30,  7:03 PM",
Leisure,Bath time,"2021-01-30,  6:03 PM","2021-01-30,  6:22 PM",
Diapers,Wet,"2021-01-30,  6:03 PM","2021-01-30,  6:03 PM",
Feeding,Right breast,"2021-01-30,  5:34 PM","2021-01-30,  5:34 PM",
Feeding,Right breast,"2021-01-30,  5:32 PM","2021-01-30,  5:33 PM",
Feeding,Right breast,"2021-01-30,  5:31 PM","2021-01-30,  5:32 PM",
Pumping,Left,"2021-01-30,  5:30 PM","2021-01-30,  7:00 PM",
Feeding,Solids,"2021-01-30,  5:00 PM","2021-01-30,  5:00 PM","chicken, cauliflower, green beans"
Feeding,Left breast,"2021-01-30,  3:35 PM","2021-01-30,  4:05 PM",
Sleep,,"2021-01-30,  3:24 PM","2021-01-30,  4:13 PM",
Feeding,Left breast,"2021-01-30,  3:22 PM","2021-01-30,  3:23 PM",
Diapers,Wet,"2021-01-30,  3:15 PM","2021-01-30,  3:15 PM",
Pumping,Both,"2021-01-30,  2:30 PM","2021-01-30,  3:22 PM",
Feeding,Right breast,"2021-01-30,  1:56 PM","2021-01-30,  1:59 PM",
Feeding,Right breast,"2021-01-30,  1:54 PM","2021-01-30,  1:56 PM",
Feeding,Right breast,"2021-01-30,  1:53 PM","2021-01-30,  1:54 PM",
Feeding,Solids,"2021-01-30,  1:27 PM","2021-01-30,  1:27 PM","cottage cheese, bread, egg, milk, apple"
Pumping,Both,"2021-01-30,  1:11 PM","2021-01-30,  1:53 PM",
Pumping,Left,"2021-01-30,  11:33 AM","2021-01-30,  1:10 PM",
Feeding,Left breast,"2021-01-30,  11:22 AM","2021-01-30,  11:24 AM",
Feeding,Left breast,"2021-01-30,  11:16 AM","2021-01-30,  11:20 AM",
Feeding,Right breast,"2021-01-30,  9:01 AM","2021-01-30,  9:41 AM",
Sleep,,"2021-01-30,  8:59 AM","2021-01-30,  11:15 AM",
Feeding,Right breast,"2021-01-30,  8:56 AM","2021-01-30,  8:56 AM",
Feeding,Right breast,"2021-01-30,  8:52 AM","2021-01-30,  8:54 AM",
Diapers,Wet,"2021-01-30,  8:35 AM","2021-01-30,  8:35 AM",
Feeding,Left breast,"2021-01-30,  8:10 AM","2021-01-30,  8:10 AM",
Pumping,Left,"2021-01-30,  8:10 AM","2021-01-30,  8:38 AM",
Feeding,Left breast,"2021-01-30,  8:08 AM","2021-01-30,  8:08 AM",
Feeding,Left breast,"2021-01-30,  8:06 AM","2021-01-30,  8:07 AM",
Feeding,Left breast,"2021-01-30,  8:05 AM","2021-01-30,  8:06 AM",
Diapers,Mixed,"2021-01-30,  7:51 AM","2021-01-30,  7:51 AM",
Pumping,Left,"2021-01-30,  7:30 AM","2021-01-30,  8:05 AM",
Diapers,Wet,"2021-01-30,  7:30 AM","2021-01-30,  7:30 AM",
Feeding,Right breast,"2021-01-30,  7:13 AM","2021-01-30,  7:20 AM",
Feeding,Right breast,"2021-01-30,  5:30 AM","2021-01-30,  5:31 AM",
Sleep,,"2021-01-30,  5:29 AM","2021-01-30,  7:25 AM",
Feeding,Right breast,"2021-01-30,  5:27 AM","2021-01-30,  5:27 AM",
Feeding,Right breast,"2021-01-30,  5:25 AM","2021-01-30,  5:26 AM",
Feeding,Right breast,"2021-01-30,  5:21 AM","2021-01-30,  5:24 AM",
Diapers,Wet,"2021-01-30,  5:16 AM","2021-01-30,  5:16 AM",
Feeding,Left breast,"2021-01-30,  4:25 AM","2021-01-30,  4:50 AM",
Feeding,Left breast,"2021-01-30,  2:39 AM","2021-01-30,  2:46 AM",
Feeding,Right breast,"2021-01-30,  12:10 AM","2021-01-30,  12:35 AM",
Feeding,Left breast,"2021-01-29,  10:28 PM","2021-01-29,  10:45 PM",
Sleep,,"2021-01-29,  9:26 PM","2021-01-30,  5:20 AM",
Feeding,Right breast,"2021-01-29,  9:26 PM","2021-01-29,  9:26 PM",
Feeding,Right breast,"2021-01-29,  9:22 PM","2021-01-29,  9:23 PM",
Feeding,Right breast,"2021-01-29,  9:18 PM","2021-01-29,  9:18 PM",
Feeding,Right breast,"2021-01-29,  9:15 PM","2021-01-29,  9:16 PM",
Feeding,Right breast,"2021-01-29,  9:14 PM","2021-01-29,  9:15 PM",
Feeding,Right breast,"2021-01-29,  9:12 PM","2021-01-29,  9:13 PM",
Feeding,Right breast,"2021-01-29,  9:06 PM","2021-01-29,  9:08 PM",
Diapers,Wet,"2021-01-29,  9:00 PM","2021-01-29,  9:00 PM",
Feeding,Solids,"2021-01-29,  7:45 PM","2021-01-29,  7:45 PM","salmon, corn, green beans, carrot"
Leisure,Bath time,"2021-01-29,  7:05 PM","2021-01-29,  7:20 PM",
Diapers,Wet,"2021-01-29,  7:03 PM","2021-01-29,  7:03 PM",
Feeding,Right breast,"2021-01-29,  6:45 PM","2021-01-29,  6:45 PM",
Feeding,Right breast,"2021-01-29,  6:44 PM","2021-01-29,  6:44 PM",
Feeding,Right breast,"2021-01-29,  6:41 PM","2021-01-29,  6:44 PM",
Sleep,,"2021-01-29,  5:29 PM","2021-01-29,  6:02 PM",
Feeding,Solids,"2021-01-29,  5:01 PM","2021-01-29,  5:01 PM",
Leisure,Outdoors,"2021-01-29,  4:01 PM","2021-01-29,  6:25 PM",
Diapers,Wet,"2021-01-29,  3:45 PM","2021-01-29,  3:45 PM",
Feeding,Left breast,"2021-01-29,  3:28 PM","2021-01-29,  3:29 PM",
Feeding,Left breast,"2021-01-29,  3:27 PM","2021-01-29,  3:28 PM",
Feeding,Left breast,"2021-01-29,  3:25 PM","2021-01-29,  3:26 PM",
Feeding,Left breast,"2021-01-29,  3:23 PM","2021-01-29,  3:25 PM",
Feeding,Left breast,"2021-01-29,  3:23 PM","2021-01-29,  3:23 PM",
Feeding,Left breast,"2021-01-29,  2:32 PM","2021-01-29,  2:32 PM",
Feeding,Left breast,"2021-01-29,  2:29 PM","2021-01-29,  2:31 PM",
Feeding,Solids,"2021-01-29,  1:50 PM","2021-01-29,  1:50 PM","cauliflower, cottage cheese, cucumber, apple"
Diapers,Wet,"2021-01-29,  1:30 PM","2021-01-29,  1:30 PM",
Feeding,Right breast,"2021-01-29,  1:13 PM","2021-01-29,  1:18 PM",
Feeding,Right breast,"2021-01-29,  1:04 PM","2021-01-29,  1:12 PM",
Sleep,,"2021-01-29,  1:02 PM","2021-01-29,  1:19 PM",
Feeding,Right breast,"2021-01-29,  1:01 PM","2021-01-29,  1:02 PM",
Feeding,Left breast,"2021-01-29,  12:24 PM","2021-01-29,  12:32 PM",
Sleep,,"2021-01-29,  12:19 PM","2021-01-29,  1:00 PM",
Feeding,Left breast,"2021-01-29,  12:16 PM","2021-01-29,  12:17 PM",
Feeding,Left breast,"2021-01-29,  12:14 PM","2021-01-29,  12:15 PM",
Feeding,Left breast,"2021-01-29,  12:12 PM","2021-01-29,  12:13 PM",
Diapers,Wet,"2021-01-29,  12:05 PM","2021-01-29,  12:05 PM",
Feeding,Solids,"2021-01-29,  10:39 AM","2021-01-29,  10:39 AM","cottage cheese, apple, banana"
Feeding,Right breast,"2021-01-29,  10:04 AM","2021-01-29,  10:06 AM",
Feeding,Right breast,"2021-01-29,  9:58 AM","2021-01-29,  10:00 AM",
Diapers,Wet,"2021-01-29,  9:40 AM","2021-01-29,  9:40 AM",
Feeding,Solids,"2021-01-29,  9:00 AM","2021-01-29,  9:00 AM","egg, milk, pinach, salmon"
Pumping,Left,"2021-01-29,  8:49 AM","2021-01-29,  9:58 AM",
Feeding,Right breast,"2021-01-29,  8:48 AM","2021-01-29,  8:50 AM",
Feeding,Right breast,"2021-01-29,  8:46 AM","2021-01-29,  8:48 AM",
Diapers,Wet,"2021-01-29,  8:15 AM","2021-01-29,  8:15 AM",
Pumping,Left,"2021-01-29,  8:05 AM","2021-01-29,  8:45 AM",
Feeding,Left breast,"2021-01-29,  8:00 AM","2021-01-29,  8:06 AM",
Feeding,Right breast,"2021-01-29,  4:40 AM","2021-01-29,  5:18 AM",
Sleep,,"2021-01-29,  2:41 AM","2021-01-29,  7:58 AM",
Pumping,Left,"2021-01-29,  2:00 AM","2021-01-29,  2:18 AM",
Sleep,,"2021-01-29,  1:46 AM","2021-01-29,  1:55 AM",
Feeding,Right breast,"2021-01-29,  1:41 AM","2021-01-29,  1:41 AM",
Diapers,Wet,"2021-01-29,  1:38 AM","2021-01-29,  1:38 AM",
Sleep,,"2021-01-29,  1:16 AM","2021-01-29,  1:30 AM",
Feeding,Right breast,"2021-01-29,  1:09 AM","2021-01-29,  1:12 AM",
Feeding,Right breast,"2021-01-29,  1:05 AM","2021-01-29,  1:05 AM",
Feeding,Right breast,"2021-01-29,  1:00 AM","2021-01-29,  1:00 AM",
Feeding,Left breast,"2021-01-28,  11:42 PM","2021-01-29,  12:01 AM",
Feeding,Left breast,"2021-01-28,  11:41 PM","2021-01-28,  11:42 PM",
Feeding,Right breast,"2021-01-28,  9:14 PM","2021-01-28,  9:22 PM",
Sleep,,"2021-01-28,  8:30 PM","2021-01-29,  12:45 AM",
Feeding,Left breast,"2021-01-28,  8:26 PM","2021-01-28,  8:26 PM",
Feeding,Left breast,"2021-01-28,  8:02 PM","2021-01-28,  8:02 PM",
Feeding,Left breast,"2021-01-28,  8:01 PM","2021-01-28,  8:02 PM",
Feeding,Left breast,"2021-01-28,  7:59 PM","2021-01-28,  8:00 PM",
Feeding,Left breast,"2021-01-28,  7:57 PM","2021-01-28,  7:58 PM",
Feeding,Left breast,"2021-01-28,  7:53 PM","2021-01-28,  7:54 PM",
Feeding,Left breast,"2021-01-28,  7:53 PM","2021-01-28,  7:53 PM",
Feeding,Left breast,"2021-01-28,  7:52 PM","2021-01-28,  7:53 PM",
Feeding,Left breast,"2021-01-28,  7:50 PM","2021-01-28,  7:51 PM",
Diapers,Wet,"2021-01-28,  7:45 PM","2021-01-28,  7:45 PM",
Diapers,Dirty,"2021-01-28,  7:15 PM","2021-01-28,  7:15 PM",
Feeding,Solids,"2021-01-28,  7:00 PM","2021-01-28,  7:00 PM","cauliflower, salmon, bread"
Diapers,Wet,"2021-01-28,  6:20 PM","2021-01-28,  6:20 PM",
Feeding,Right breast,"2021-01-28,  6:18 PM","2021-01-28,  6:18 PM",
Feeding,Right breast,"2021-01-28,  6:08 PM","2021-01-28,  6:11 PM",
Sleep,,"2021-01-28,  5:11 PM","2021-01-28,  5:32 PM",
Feeding,Solids,"2021-01-28,  4:31 PM","2021-01-28,  4:31 PM","yogurt and banana, carrot and corn sticks"
Leisure,Outdoors,"2021-01-28,  3:13 PM","2021-01-28,  5:55 PM",
Diapers,Wet,"2021-01-28,  3:00 PM","2021-01-28,  3:00 PM",
Feeding,Right breast,"2021-01-28,  2:36 PM","2021-01-28,  2:36 PM",
Feeding,Right breast,"2021-01-28,  2:34 PM","2021-01-28,  2:35 PM",
Feeding,Right breast,"2021-01-28,  2:31 PM","2021-01-28,  2:34 PM",
Feeding,Solids,"2021-01-28,  1:31 PM","2021-01-28,  1:31 PM","pasta, chicken, cauliflower, bread, banana"
Feeding,Left breast,"2021-01-28,  12:58 PM","2021-01-28,  12:58 PM",
Feeding,Left breast,"2021-01-28,  12:57 PM","2021-01-28,  12:57 PM",
Feeding,Left breast,"2021-01-28,  12:57 PM","2021-01-28,  12:57 PM",
Feeding,Left breast,"2021-01-28,  12:55 PM","2021-01-28,  12:57 PM",
Feeding,Left breast,"2021-01-28,  12:53 PM","2021-01-28,  12:54 PM",
Feeding,Right breast,"2021-01-28,  11:29 AM","2021-01-28,  11:38 AM",
Sleep,,"2021-01-28,  11:28 AM","2021-01-28,  12:52 PM",
Feeding,Right breast,"2021-01-28,  11:25 AM","2021-01-28,  11:26 AM",
Feeding,Right breast,"2021-01-28,  11:24 AM","2021-01-28,  11:24 AM",
Feeding,Right breast,"2021-01-28,  11:23 AM","2021-01-28,  11:24 AM",
Diapers,Wet,"2021-01-28,  11:22 AM","2021-01-28,  11:22 AM",
Feeding,Left breast,"2021-01-28,  9:52 AM","2021-01-28,  9:52 AM",
Feeding,Left breast,"2021-01-28,  9:50 AM","2021-01-28,  9:51 AM",
Feeding,Left breast,"2021-01-28,  9:47 AM","2021-01-28,  9:49 AM",
Feeding,Left breast,"2021-01-28,  9:45 AM","2021-01-28,  9:47 AM",
Feeding,Left breast,"2021-01-28,  9:45 AM","2021-01-28,  9:45 AM",
Feeding,Solids,"2021-01-28,  9:25 AM","2021-01-28,  9:25 AM","cornmeal, bread, egg, milk, cucumber, pineapple"
Diapers,Wet,"2021-01-28,  8:40 AM","2021-01-28,  8:40 AM",
Feeding,Right breast,"2021-01-28,  8:20 AM","2021-01-28,  8:20 AM",
Feeding,Right breast,"2021-01-28,  8:15 AM","2021-01-28,  8:15 AM",
Feeding,Right breast,"2021-01-28,  8:06 AM","2021-01-28,  8:06 AM",
Feeding,Right breast,"2021-01-28,  8:00 AM","2021-01-28,  8:03 AM",
Feeding,Right breast,"2021-01-28,  8:00 AM","2021-01-28,  8:00 AM",
Feeding,Right breast,"2021-01-28,  7:42 AM","2021-01-28,  7:42 AM",
Sleep,,"2021-01-28,  6:59 AM","2021-01-28,  7:50 AM",
Feeding,Left breast,"2021-01-28,  6:49 AM","2021-01-28,  6:49 AM",
Feeding,Left breast,"2021-01-28,  6:19 AM","2021-01-28,  6:19 AM",
Feeding,Left breast,"2021-01-28,  6:16 AM","2021-01-28,  6:17 AM",
Feeding,Left breast,"2021-01-28,  6:14 AM","2021-01-28,  6:15 AM",
Feeding,Left breast,"2021-01-28,  6:12 AM","2021-01-28,  6:12 AM",
Diapers,Wet,"2021-01-28,  6:10 AM","2021-01-28,  6:10 AM",
Feeding,Right breast,"2021-01-28,  5:55 AM","2021-01-28,  5:55 AM",
Feeding,Right breast,"2021-01-28,  5:28 AM","2021-01-28,  5:55 AM",
Feeding,Left breast,"2021-01-28,  3:53 AM","2021-01-28,  4:09 AM",
Feeding,Right breast,"2021-01-28,  2:16 AM","2021-01-28,  2:23 AM",
Feeding,Right breast,"2021-01-28,  2:10 AM","2021-01-28,  2:13 AM",
Feeding,Left breast,"2021-01-27,  11:15 PM","2021-01-27,  11:22 PM",
Feeding,Right breast,"2021-01-27,  9:13 PM","2021-01-27,  9:48 PM",
Feeding,Left breast,"2021-01-27,  8:00 PM","2021-01-27,  8:03 PM",
Feeding,Left breast,"2021-01-27,  7:56 PM","2021-01-27,  7:56 PM",
Sleep,,"2021-01-27,  7:52 PM","2021-01-28,  6:00 AM",
Feeding,Left breast,"2021-01-27,  7:43 PM","2021-01-27,  7:44 PM",
Feeding,Left breast,"2021-01-27,  7:42 PM","2021-01-27,  7:42 PM",
Feeding,Left breast,"2021-01-27,  7:41 PM","2021-01-27,  7:41 PM",
Feeding,Left breast,"2021-01-27,  7:36 PM","2021-01-27,  7:37 PM",
Feeding,Left breast,"2021-01-27,  7:30 PM","2021-01-27,  7:30 PM",
Diapers,Mixed,"2021-01-27,  7:20 PM","2021-01-27,  7:20 PM",
Feeding,Solids,"2021-01-27,  7:06 PM","2021-01-27,  7:06 PM","green lentils, sour cream, yogurt and banana"
Feeding,Right breast,"2021-01-27,  6:49 PM","2021-01-27,  6:50 PM",
Feeding,Right breast,"2021-01-27,  6:47 PM","2021-01-27,  6:49 PM",
Leisure,Outdoors,"2021-01-27,  5:19 PM","2021-01-27,  6:36 PM",
Feeding,Right breast,"2021-01-27,  4:48 PM","2021-01-27,  4:52 PM",
Diapers,Mixed,"2021-01-27,  4:47 PM","2021-01-27,  4:47 PM",
Feeding,Solids,"2021-01-27,  4:15 PM","2021-01-27,  4:15 PM","salmon, cauliflower, pasta, bread, cucumber"
Feeding,Left breast,"2021-01-27,  4:00 PM","2021-01-27,  4:01 PM",
Feeding,Left breast,"2021-01-27,  3:56 PM","2021-01-27,  4:00 PM",
Diapers,Wet,"2021-01-27,  3:15 PM","2021-01-27,  3:15 PM",
Feeding,Left breast,"2021-01-27,  3:11 PM","2021-01-27,  3:12 PM",
Feeding,Left breast,"2021-01-27,  3:08 PM","2021-01-27,  3:10 PM",
Feeding,Left breast,"2021-01-27,  3:05 PM","2021-01-27,  3:06 PM",
Feeding,Right breast,"2021-01-27,  1:17 PM","2021-01-27,  1:36 PM",
Sleep,,"2021-01-27,  1:03 PM","2021-01-27,  3:05 PM",
Feeding,Right breast,"2021-01-27,  12:55 PM","2021-01-27,  12:58 PM",
Feeding,Right breast,"2021-01-27,  12:54 PM","2021-01-27,  12:55 PM",
Feeding,Right breast,"2021-01-27,  12:52 PM","2021-01-27,  12:53 PM",
Diapers,Wet,"2021-01-27,  12:47 PM","2021-01-27,  12:47 PM",
Feeding,Left breast,"2021-01-27,  11:32 AM","2021-01-27,  11:32 AM",
Feeding,Left breast,"2021-01-27,  11:31 AM","2021-01-27,  11:31 AM",
Feeding,Left breast,"2021-01-27,  11:31 AM","2021-01-27,  11:31 AM",
Feeding,Left breast,"2021-01-27,  11:29 AM","2021-01-27,  11:30 AM",
Feeding,Left breast,"2021-01-27,  11:25 AM","2021-01-27,  11:28 AM",
Pumping,Both,"2021-01-27,  10:44 AM","2021-01-27,  11:44 AM",
Feeding,Solids,"2021-01-27,  10:27 AM","2021-01-27,  10:27 AM","cornmeal, bread, cheese, pineapple, avocado"
Diapers,Mixed,"2021-01-27,  10:00 AM","2021-01-27,  10:00 AM",
Diapers,Wet,"2021-01-27,  9:15 AM","2021-01-27,  9:15 AM",
Sleep,,"2021-01-27,  9:00 AM","2021-01-27,  9:07 AM",
Feeding,Right breast,"2021-01-27,  8:53 AM","2021-01-27,  9:01 AM",
Sleep,,"2021-01-27,  7:46 AM","2021-01-27,  8:53 AM",
Feeding,Right breast,"2021-01-27,  7:32 AM","2021-01-27,  7:33 AM",
Feeding,Right breast,"2021-01-27,  7:28 AM","2021-01-27,  7:29 AM",
Feeding,Right breast,"2021-01-27,  7:22 AM","2021-01-27,  7:25 AM",
Feeding,Right breast,"2021-01-27,  7:21 AM","2021-01-27,  7:21 AM",
Diapers,Wet,"2021-01-27,  7:05 AM","2021-01-27,  7:05 AM",
Feeding,Left breast,"2021-01-27,  6:54 AM","2021-01-27,  6:54 AM",
Feeding,Left breast,"2021-01-27,  6:49 AM","2021-01-27,  6:49 AM",
Feeding,Left breast,"2021-01-27,  6:35 AM","2021-01-27,  6:38 AM",
Feeding,Left breast,"2021-01-27,  6:27 AM","2021-01-27,  6:33 AM",
Feeding,Right breast,"2021-01-27,  3:39 AM","2021-01-27,  3:58 AM",
Feeding,Left breast,"2021-01-27,  12:48 AM","2021-01-27,  1:15 AM",
Feeding,Left breast,"2021-01-27,  12:47 AM","2021-01-27,  12:48 AM",
Feeding,Left breast,"2021-01-27,  12:47 AM","2021-01-27,  12:47 AM",
Feeding,Right breast,"2021-01-26,  11:08 PM","2021-01-26,  11:15 PM",
Feeding,Right breast,"2021-01-26,  11:06 PM","2021-01-26,  11:07 PM",
Feeding,Right breast,"2021-01-26,  9:21 PM","2021-01-26,  9:22 PM",
Feeding,Right breast,"2021-01-26,  9:20 PM","2021-01-26,  9:20 PM",
Feeding,Right breast,"2021-01-26,  9:18 PM","2021-01-26,  9:18 PM",
Feeding,Right breast,"2021-01-26,  9:14 PM","2021-01-26,  9:15 PM",
Feeding,Left breast,"2021-01-26,  8:16 PM","2021-01-26,  8:51 PM",
Feeding,Left breast,"2021-01-26,  8:11 PM","2021-01-26,  8:13 PM",
Feeding,Right breast,"2021-01-26,  7:28 PM","2021-01-26,  7:41 PM",
Sleep,,"2021-01-26,  7:26 PM","2021-01-27,  6:28 AM",
Feeding,Right breast,"2021-01-26,  7:11 PM","2021-01-26,  7:14 PM",
Diapers,Wet,"2021-01-26,  7:10 PM","2021-01-26,  7:10 PM",
Feeding,Left breast,"2021-01-26,  5:44 PM","2021-01-26,  5:49 PM",
Feeding,Solids,"2021-01-26,  4:45 PM","2021-01-26,  4:45 PM","green lentils, sour cream, yogurt and banana, bread, cauliflower"
Diapers,Wet,"2021-01-26,  4:26 PM","2021-01-26,  4:26 PM",
Feeding,Right breast,"2021-01-26,  4:14 PM","2021-01-26,  4:16 PM",
Feeding,Right breast,"2021-01-26,  4:10 PM","2021-01-26,  4:13 PM",
Sleep,,"2021-01-26,  2:59 PM","2021-01-26,  3:33 PM",
Feeding,Solids,"2021-01-26,  2:21 PM","2021-01-26,  2:21 PM",yogurt and banana
Leisure,Outdoors,"2021-01-26,  1:40 PM","2021-01-26,  4:00 PM",
Diapers,Wet,"2021-01-26,  1:30 PM","2021-01-26,  1:30 PM",
Feeding,Left breast,"2021-01-26,  1:11 PM","2021-01-26,  1:11 PM",
Feeding,Left breast,"2021-01-26,  1:09 PM","2021-01-26,  1:10 PM",
Feeding,Left breast,"2021-01-26,  1:07 PM","2021-01-26,  1:09 PM",
Feeding,Left breast,"2021-01-26,  1:07 PM","2021-01-26,  1:07 PM",
Diapers,Mixed,"2021-01-26,  12:49 PM","2021-01-26,  12:49 PM",
Feeding,Right breast,"2021-01-26,  12:10 PM","2021-01-26,  12:12 PM",
Feeding,Right breast,"2021-01-26,  12:08 PM","2021-01-26,  12:09 PM",
Feeding,Right breast,"2021-01-26,  12:05 PM","2021-01-26,  12:08 PM",
Feeding,Solids,"2021-01-26,  11:39 AM","2021-01-26,  11:39 AM","oatmeal, milk and cherry"
Feeding,Right breast,"2021-01-26,  10:46 AM","2021-01-26,  10:48 AM",
Feeding,Right breast,"2021-01-26,  10:39 AM","2021-01-26,  10:42 AM",
Feeding,Left breast,"2021-01-26,  10:12 AM","2021-01-26,  10:32 AM",
Sleep,,"2021-01-26,  10:04 AM","2021-01-26,  10:39 AM",
Diapers,Wet,"2021-01-26,  10:00 AM","2021-01-26,  10:00 AM",
Feeding,Left breast,"2021-01-26,  9:54 AM","2021-01-26,  9:54 AM",
Pumping,Left,"2021-01-26,  8:58 AM","2021-01-26,  9:54 AM",
Feeding,Right breast,"2021-01-26,  8:52 AM","2021-01-26,  8:52 AM",
Feeding,Right breast,"2021-01-26,  8:46 AM","2021-01-26,  8:50 AM",
Feeding,Solids,"2021-01-26,  8:30 AM","2021-01-26,  8:30 AM",oatmeal and milk
Diapers,Wet,"2021-01-26,  7:53 AM","2021-01-26,  7:53 AM",
Pumping,Left,"2021-01-26,  7:53 AM","2021-01-26,  8:47 AM",
Feeding,Left breast,"2021-01-26,  7:44 AM","2021-01-26,  7:45 AM",
Feeding,Left breast,"2021-01-26,  7:26 AM","2021-01-26,  7:28 AM",
Feeding,Right breast,"2021-01-26,  7:02 AM","2021-01-26,  7:07 AM",
Feeding,Left breast,"2021-01-26,  5:20 AM","2021-01-26,  5:34 AM",
Feeding,Right breast,"2021-01-26,  1:42 AM","2021-01-26,  1:56 AM",
Feeding,Right breast,"2021-01-26,  12:37 AM","2021-01-26,  12:39 AM",
Feeding,Right breast,"2021-01-26,  12:37 AM","2021-01-26,  12:37 AM",
Feeding,Left breast,"2021-01-25,  11:21 PM","2021-01-25,  11:27 PM",
Feeding,Right breast,"2021-01-25,  9:45 PM","2021-01-25,  9:53 PM",
Feeding,Right breast,"2021-01-25,  9:18 PM","2021-01-25,  9:45 PM",
Sleep,,"2021-01-25,  8:01 PM","2021-01-26,  7:02 AM",
Feeding,Left breast,"2021-01-25,  7:55 PM","2021-01-25,  7:55 PM",
Feeding,Left breast,"2021-01-25,  7:53 PM","2021-01-25,  7:54 PM",
Feeding,Left breast,"2021-01-25,  7:53 PM","2021-01-25,  7:53 PM",
Feeding,Left breast,"2021-01-25,  7:51 PM","2021-01-25,  7:52 PM",
Feeding,Left breast,"2021-01-25,  7:42 PM","2021-01-25,  7:43 PM",
Feeding,Left breast,"2021-01-25,  7:42 PM","2021-01-25,  7:42 PM",
Growth,Weight,"2021-01-25,  7:20 PM","2021-01-25,  7:20 PM",9.5kg
Leisure,Bath time,"2021-01-25,  6:45 PM","2021-01-25,  7:00 PM",
Diapers,Mixed,"2021-01-25,  6:39 PM","2021-01-25,  6:39 PM",
Feeding,Right breast,"2021-01-25,  5:39 PM","2021-01-25,  5:41 PM",
Feeding,Right breast,"2021-01-25,  5:36 PM","2021-01-25,  5:38 PM",
Diapers,Wet,"2021-01-25,  5:15 PM","2021-01-25,  5:15 PM",
Feeding,Left breast,"2021-01-25,  4:57 PM","2021-01-25,  4:59 PM",
Feeding,Left breast,"2021-01-25,  4:55 PM","2021-01-25,  4:56 PM",
Feeding,Left breast,"2021-01-25,  4:53 PM","2021-01-25,  4:54 PM",
Sleep,,"2021-01-25,  3:32 PM","2021-01-25,  4:05 PM",
Feeding,Solids,"2021-01-25,  2:45 PM","2021-01-25,  2:45 PM",yogurt and banana
Leisure,Outdoors,"2021-01-25,  2:24 PM","2021-01-25,  4:45 PM",
Diapers,Wet,"2021-01-25,  2:15 PM","2021-01-25,  2:15 PM",
Feeding,Right breast,"2021-01-25,  1:55 PM","2021-01-25,  1:57 PM",
Feeding,Right breast,"2021-01-25,  1:54 PM","2021-01-25,  1:55 PM",
Feeding,Right breast,"2021-01-25,  1:50 PM","2021-01-25,  1:53 PM",
Feeding,Solids,"2021-01-25,  12:49 PM","2021-01-25,  12:49 PM","bread, meat, "
Diapers,Wet,"2021-01-25,  11:15 AM","2021-01-25,  11:15 AM",
Pumping,Left,"2021-01-25,  11:00 AM","2021-01-25,  11:55 AM",
Feeding,Right breast,"2021-01-25,  10:57 AM","2021-01-25,  10:57 AM",
Feeding,Left breast,"2021-01-25,  10:17 AM","2021-01-25,  10:39 AM",
Sleep,,"2021-01-25,  10:01 AM","2021-01-25,  10:57 AM",
Diapers,Wet,"2021-01-25,  9:55 AM","2021-01-25,  9:55 AM",
Feeding,Left breast,"2021-01-25,  9:54 AM","2021-01-25,  9:55 AM",
Feeding,Solids,"2021-01-25,  9:30 AM","2021-01-25,  9:30 AM",oatmeal and milk and apple
Pumping,Left,"2021-01-25,  8:40 AM","2021-01-25,  9:00 AM",
Feeding,Right breast,"2021-01-25,  8:39 AM","2021-01-25,  8:40 AM",
Feeding,Right breast,"2021-01-25,  8:36 AM","2021-01-25,  8:37 AM",
